"",Cell_Line,Compound,Doses,IC50
"310",SKES1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.563193679
"311",SKHEP1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.230151474
"312",SKLMS1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.272266209
"313",SKLU1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.035872128
"314",SKMEL2,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"315",SKMEL24,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.174343437
"316",SKMEL30,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"317",SKMEL31,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"318",SKMEL5,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.210538805
"319",SKMES1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.026852531
"320",SKMM2,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.116272509
"321",SKNAS,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.385245234
"322",SKNDZ,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.637133241
"323",SKNFI,17AAG,".0025,.025,.080,.25,.80,2.53,8",0.993309379
"324",SKNSH,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.237033531
"325",SKOV3,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.117106043
"326",SNGM,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.27879262
"327",SNU182,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",1.199916959
"328",SNU387,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.340427518
"329",SNU398,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.547320902
"330",SNU423,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.855389178
"331",SNU449,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",1.962941647
"332",SNU475,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"333",SU8686,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.243544534
"334",SUDHL10,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.225168079
"335",SUDHL4,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.240270659
"336",SUDHL6,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.333022144
"337",SUDHL8,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.117609031
"338",SUIT2,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.652435839
"339",SUPM2,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.097292751
"340",SUPT1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.454656243
"341",SW1088,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.062667288
"342",SW1271,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.293411762
"343",SW1417,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.068497665
"344",SW1573,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"345",SW1990,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.055297799
"346",SW403,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.050812941
"347",SW48,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.014938917
"348",SW620,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.03864982
"349",SW780,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.055612143
"350",SW900,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.320660651
"351",T24,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.199150398
"352",T47D,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",1.789526105
"353",T84,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.53340598
"354",T98G,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.155537844
"355",TC71,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",1.366676807
"356",TCCSUP,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.04668178
"357",TE1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.074513651
"358",TE11,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.172436342
"359",TE15,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.103201464
"360",TE5,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.350542456
"361",TE9,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.087467499
"362",TOV112D,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.383055866
"363",TOV21G,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.019315857
"364",TT2609C02,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.074787728
"365",TYKNU,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.085773639
"366",U118MG,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.131359786
"367",U2OS,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.099057235
"368",U87MG,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.106696405
"369",UACC257,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.176819474
"370",UACC62,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.063543618
"371",UACC812,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.200488731
"372",UMUC3,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.293646216
"373",VMRCLCD,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.210856006
"374",VMRCRCW,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"375",VMRCRCZ,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.852490127
"376",WM115,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.047518171
"377",YKG1,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.214574531
"378",ZR7530,17AAG,".0025,.0080,.025,.080,.25,.80,2.53,8",0.086871609
"379",22RV1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"380",42MGBA,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.597949505
"381",5637,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.192236662
"382",639V,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"383",697,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.261883259
"384",769P,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.071310043
"385",7860,AZD0530,,
"386",8305C,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"387",8505C,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"388",8MGBA,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.491486549
"389",A172,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"390",A204,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",6.074995518
"391",A2058,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"392",A253,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"393",A2780,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"394",A375,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"395",A549,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"396",A673,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"397",ACHN,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.372954369
"398",ALLSIL,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.209438816
"399",AMO1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"400",AN3CA,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"401",ASPC1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"402",AU565,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"403",BCPAP,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"404",BFTC909,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"405",BL41,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"406",BL70,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.689039111
"407",BT20,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.055198202
"408",BT474,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.093749285
"409",BT549,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"410",BXPC3,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.77215147
"411",C2BBE1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.985270083
"412",C32,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"413",C3A,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"414",CAL12T,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.69527781
"415",CAL27,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.180500031
"416",CAL78,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"417",CAL851,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.580660701
"418",CALU3,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.853420436
"419",CALU6,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.705996513
"420",CAMA1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"421",CAPAN2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.103565097
"422",CAS1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"423",CCK81,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.676471174
"424",CHL1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",6.063434601
"425",CHP212,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.336125612
"426",COLO205,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"427",COLO678,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"428",COLO679,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"429",COLO741,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"430",CORL105,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"431",CORL23,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"432",DAOY,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"433",DBTRG05MG,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"434",DEL,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.8337152
"435",DETROIT562,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.906109095
"436",DKMG,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"437",DMS114,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"438",DOHH2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"439",DOV13,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"440",DU145,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.451913357
"441",EB2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"442",EBC1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.773197651
"443",EFM19,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",5.352694511
"444",EFO21,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"445",EFO27,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.616785765
"446",EM2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.209947765
"447",EN,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"448",ES2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"449",ESS1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"450",FADU,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.281471968
"451",FU97,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.634256363
"452",FUOV1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"453",G361,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",6.914599895
"454",G401,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"455",G402,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.649983644
"456",GAMG,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"457",GB1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"458",GCIY,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.768510461
"459",GCT,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"460",GI1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"461",GMS10,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"462",GRANTA519,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"463",H4,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"464",HARA,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"465",HCC1187,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"466",HCC1395,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"467",HCC15,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"468",HCC1569,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"469",HCC1806,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.794987917
"470",HCC1954,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.940425873
"471",HCC44,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"472",HCC56,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"473",HCC70,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"474",HCC78,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"475",HCC827,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.423982233
"476",HCT116,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"477",HCT15,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",5.243636608
"478",HDMYZ,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"479",HDQP1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.906933963
"480",HGC27,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"481",HH,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"482",HLE,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"483",HOS,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"484",HPAC,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.235832453
"485",HPAFII,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"486",HS578T,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.945315361
"487",HS683,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"488",HS746T,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.256877422
"489",HS766T,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"490",HS939T,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"491",HSC2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.353033543
"492",HT,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"493",HT1080,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"494",HT1197,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"495",HT1376,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"496",HT144,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"497",HT29,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.436421871
"498",HUCCT1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"499",HUH1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"500",HUPT3,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.702197075
"501",HUPT4,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.139991403
"502",IALM,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"503",IGR37,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"504",IGROV1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.761178851
"505",IM95,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"506",IPC298,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"507",ISTMES1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.901444197
"508",J82,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"509",JHH2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.284733534
"510",JHH4,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"511",JHH6,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"512",JHH7,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"513",JHOS2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"514",JHOS4,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"515",JM1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"516",JURKAT,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.307549238
"517",JVM3,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"518",KALS1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"519",KARPAS299,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"520",KARPAS422,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"521",KARPAS620,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"522",KCL22,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.551354647
"523",KELLY,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"524",KG1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"525",KLE,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"526",KMRC1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.98032403
"527",KMS11,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"528",KMS12BM,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"529",KNS42,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"530",KNS62,AZD0530,".0080,.025,.080,.25,.80,2.53,8",8
"531",KO52,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"532",KP1N,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"533",KP2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"534",KP3,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.514678478
"535",KP4,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"536",KU812,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.471688002
"537",KURAMOCHI,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"538",KYM1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"539",KYSE140,AZD0530,".025,.080,.25,.80,2.53,8",1.507840991
"540",KYSE150,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"541",KYSE180,AZD0530,".0080,.025,.080,.25,.80,2.53,8",2.983515978
"542",KYSE30,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"543",KYSE410,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"544",KYSE450,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.921513319
"545",KYSE510,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"546",KYSE520,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",4.866113186
"547",KYSE70,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"548",L363,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.322373867
"549",L428,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"550",LCLC103H,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"551",LN18,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"552",LN229,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"553",LOUNH91,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"554",LOXIMVI,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.388597727
"555",LP1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"556",LS123,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"557",LS411N,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"558",LS513,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"559",MALME3M,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"560",MC116,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"561",MCAS,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"562",MCF7,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"563",MDAMB157,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"564",MDAMB175VII,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.408272505
"565",MDAMB415,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"566",MDAMB436,AZD0530,".0080,.025,.080,.25,.80,2.53,8",8
"567",MDAMB453,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"568",MDAMB468,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.844894409
"569",MEG01,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.165203691
"570",MELHO,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"571",MESSA,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"572",MEWO,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"573",MFE280,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"574",MFE296,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",5.239851952
"575",MFE319,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.021723795
"576",MG63,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"577",MHHES1,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.085323811
"578",MIAPACA2,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"579",MKN45,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"580",MKN7,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"581",MOGGCCM,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"582",MOLP8,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"583",MOLT16,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",7.28969499
"584",MPP89,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"585",MSTO211H,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"586",NCIH1048,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.120047092
"587",NCIH1092,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"588",NCIH1155,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"589",NCIH1299,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"590",NCIH1341,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",5.702689319
"591",NCIH1355,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"592",NCIH1563,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"593",NCIH1568,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"594",NCIH1573,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"595",NCIH1581,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"596",NCIH1648,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"597",NCIH1650,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.494352132
"598",NCIH1651,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"599",NCIH1666,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.702454567
"600",NCIH1693,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"601",NCIH1694,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"602",NCIH1703,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.372866869
"603",NCIH1792,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"604",NCIH1793,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.583734751
"605",NCIH1869,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",0.793254991
"606",NCIH1915,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"607",NCIH1944,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"608",NCIH1975,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"609",NCIH2009,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"610",NCIH2023,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"611",NCIH2030,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.831240416
"612",NCIH2052,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"613",NCIH2085,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"614",NCIH2087,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"615",NCIH211,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"616",NCIH2122,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",3.376755238
"617",NCIH2170,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",2.416388035
"618",NCIH2172,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"619",NCIH2228,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"620",NCIH226,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"621",NCIH23,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"622",NCIH2444,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"623",NCIH2452,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"624",NCIH28,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",1.326548219
"625",NCIH358,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",6.738224983
"626",NCIH441,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"627",NCIH460,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"628",NCIH520,AZD0530,".0025,.0080,.025,.080,.25,.80,2.53,8",8
